free_text,label_id
,0.0
tụi nghệ an giờ quá thái trồng cỏ đông như quân nguyên,0.0
cực_kì thuyết_phục,0.0
nhà_nước phải xây thêm nhà_nghỉ cách_ly để người_ta còn đủn nhau trong lúc chờ kết quá,0.0
phúc lê tao cũng đã bình_luận gì trên facebook bà ấy đâu mà bị chửi chỉ là đọc thấy không thích được mày không đọc là tao cũng thích xem video vì vui nhưng đọc bình_luận thì thấy nhiều cái quá_đáng à chứ tao chửi gì cô lan của mày cộng_đồng giới_tính thứ ba tối_ngày đòi bình_đẳng không kì_thị nhưng người_ta chưa nói động_chạm gì mà dựng lồn lên chửi như mày thì người_ta ai không ghét,2.0
️ thuốc_lá thơm wil zouk canion zouk ️ canion ngoại cây canion nội cây ️ wil cây ai lấy loại nào nhắn_tin em nhé ️ em ship toàn_quốc nhé,0.0
trâm có chồng rồi thì phải,0.0
,0.0
bò tv nó điên á,2.0
mình thờ_ơ với nó đến một ngày nó sẽ đến tìm mình,0.0
làm tư thiện người nghèo được không ạ,0.0
đẹp_trai tài_năng tư_duy đỉnh_cao kĩ_năng cá_nhân tốt tư_chất lãnh_đạo là những gì mà levi có chứ không phải như_ai kia,0.0
anh châu có vợ chưa vậy_ta,0.0
cực_kì thuyết_phục anh ạ,0.0
tự kỉ luôn này,0.0
muốn trợn trắng,0.0
như bình_luận kia nói hoặc làm như ừ với ru,0.0
tuy nghe hơi mứt dạy nhưng người_ta không có quyền chọn được sinh ra nhưng có quyền chọn được chết đi,0.0
về đâu mái_tóc chị trang thương,0.0
thời mat pháp lắm cái khổ mô phật_khẩu_nghiệp,0.0
bá dơ quá anh ba ơi,2.0
cứ tưởng chị độ_hóa là là thằng đi xàm sỡ hả,0.0
gọi là đổ_thừa lại là chuyện hài nhà sảng,2.0
con bóng già giờ mới lộ,0.0
khối âu mấy thằng phía bắc ít thấy nhắc đến nhỉ na thụy phần hoặc xung_quanh như đan mạch bỉ hà_lan thì sao nghe nói mấy khối này đi rẻ lắm mà môi_trường sống cũng ổn mà,0.0
mình không quan_tâm cô_đơn cho lắm,0.0
mấy cái hội_đoàn thanh_niên phụ_nữ trẻ_em là mấy cái tào_lao lồn nhất việt nam phụ_nữ bị bạo_hành trẻ_em ngược_đãi thiếu ăn bán vé_số đầy ra có hội nào đứng ra giúp tao chẳng bao_giờ quyên_góp vào cái hội gì của việt nam hết,2.0
đẹp quá anh_chị mình ơi,0.0
chính_xác,0.0
chết càng nhiều thì càng chứng_minh pháp dã_man tuyên xạo nói vậy còn người dân thì khi hy_sinh nhiều vậy như là bị chấn_thương tâm_lý không chấp_nhận mình hy_sinh vô_nghĩa cha_mẹ ông_bà người_thân tao chết nhiều như_vậy không_thể_nào sai được tâm_lý fomo y chang chơi chứng_khoán,1.0
an_ninh ở việt nam bảo_vệ lãnh_đạo cũng bình_thường giờ muốn giết thằng lồn bò này thì cũng dễ thôi chẳng cần súng dao với bom tự chế thôi là đủ cho thằng già mặt lồn này lên_đường quan_trọng dân xứ vịt đéo có được cái tư_tưởng làm cách_mạng tử vì đạo như mấy anh alah đéo ai chịu hy_sinh thôi,2.0
nghe có vẻ vô_sinh nhưng lại sinh_đôi,0.0
nếu mà giống thì nó giống cái đầu_tiên ở hàng hơn,0.0
nói câu nghe nhạt nhòa ghê_á,0.0
khoan từ từ cái em ơi,0.0
đả_đảo trung quốc xăm phạm bãi tư chính nghe cũng catchy mà bây hay bây không dám woke còn hèn nữa làm mẹ gì cho đời,0.0
đường này hư do phản_động do các thế_lực thì địch ngày_đêm chống_phá nhé một dư_luận viên cho hay,0.0
vậy là đã bắt_đầu lời kêu_gọi toàn_quốc kháng_chiến của phúc nghẹo,2.0
vãi thật lạy luôn,1.0
nhìn các bạn ấy đá bóng mà mến_phục thầm nghĩ ở nước mình từ chính_trị kinh_tế giáo_dục y_tế giao_thông mà cứ làm như bóng_đá nữ chắc_chắn nước ta sẽ không tụt_hậu tận đáy đến thế và dân cũng không oán_hận đến thế,0.0
ông_cha đánh_đuổi tư_bản con_cháu sang tư_bản làm chó,0.0
mày không hèn_hạ thì mày đã làm được cái đéo gì mà to_mồm,2.0
cách tốt nhất mà tôi từng biết đó là vay thấu chi có nhiều trả nhiều có ít trả ít lãi tinhd theo ngày không trả nó tính thành lãi cao vẫn ít hơn thẻ tín_dụng,0.0
ta đã là người tạo ra cái bo cho team và giải sắp tới ta sẽ ngồi dưới vẽ bo cùng ông bạn già chip,0.0
địt_mẹ con_mẹ mày,2.0
mà ở đó họ còn xây_dựng trên sa_mạc,0.0
về việc tôn_trọng nghề_nghiệp,0.0
anh tuân hỏi nhiều la gi lam em cười mọi người xỉu,0.0
cai mat nhé tien tri trần dần nhin giong cai phau cau phát thưởng cong nghiep wa mọi người ơi,2.0
chuong pham có hai chữ khởi_tố đó cụ,0.0
nhớ có hồi sách ông này nổi dữ lắm đăng đầy facebook ai cũng khen hay nhưng tao cứ thấy không có thiện_cảm với nó lắm hên là không thèm đọc chút nào,0.0
nắng to lấy đâu ra nước cho mày mà có điện,0.0
cô dễ_thương quá ta,0.0
lặng_yên mày dân_tộc à sự_thật bày ra trước_mắt mà làm_ngơ,0.0
được anh,0.0
cố lên bác,0.0
chắc là bosnia herzegovina,0.0
chứ mày nghĩ gia_tộc họ trương của trương mỹ lan giàu lên từ đâu,0.0
kim ánh em đùa tí làm gì căng,0.0
tao bị chủ tiệm hớt lố tay,0.0
trung quoc government la dog have babies,2.0
cà_thế này lam,0.0
nhìn quả nghiêm_túc chèn nhạc du_dương như này tôi lại không quen tí nào,0.0
quá,0.0
out play cực mạnh anh ơi,0.0
xem được đéo đâu tệp đã nằm trong thùng rác,1.0
đúng cái tôi cần rồi,0.0
the crowd anh study of the popular mind wikipedia theo quyển này của gustave le bon thì tình_trạng này từng xảy ra vào cách_mạng pháp cũng chặt đầu vô_tội_vạ ai bị xem là phản cách_mạng aka phản_động là bị đem lên máy_chém luôn,0.0
thanh nghệ_tĩnh của miền nam ah cái lồn mẹ,2.0
thôi đi phát_xít mà còn như_vậy thì,0.0
quỳnh nga có bán bút lẻ nhé chị,0.0
thầy câm mẹ mồm đi không em đấm cho bây_giờ,2.0
ăn_bận như cac họ,1.0
moá bữa tự_nhiên đem ký vô cái biên_bản cam_kết không sử_dụng pháo,0.0
fanpage real hả anh_em,0.0
giọng nói truyền_cảm,0.0
thì nó chuyển quá mùa hè nóng đỏ đái,2.0
cảm_ơn thầy,0.0
nguyễn vĩnh_sơn là gì,0.0
tao có post hướng_dẫn đàng_hoàng đây mà không biết có đứa nào chịu đọc không,0.0
cô dễ_thương quá trời quá đất,0.0
hoa trên giấy dẫu không sương hoa vẫn nở,0.0
chú_ý đăng_ký chỉ cho đăng meme ảnh trực_tiếp vào chủ_nhật mỗi tuần nhé mày,0.0
em về tộc anh rồi nhưng chưa có fc,0.0
má nó em tức ghê_ớ,0.0
do chỉnh nhầm,0.0
địt_mẹ tao chắc reset,1.0
voz có thằng đăng thì rebul vô bảo_chứng_cứ là đã khởi_tố mà khởi_tố phải có chứng_cứ suy ra vụ này có chứng_cứ kêu nó đưa link thì đưa bài báo tào_lao lồn dắt vòng_vòng chứ đéo có xét_nghiệm gì bọn này sao mà ngu ngục_vậy trời,2.0
chúng_mày nên lấy vợ già nghe chưa tao xin phép lấy vợ trẻ ha_ha,0.0
lam thuy vy,0.0
phim barbie đánh hướng dư_luận là chính chứ phim đất rừng phương nam chửi là phim trung hoa nhưng vẫn quá_tay kiểm_duyệt là đủ hiểu rồi đó,1.0
anh ơi anh đi chơi chỗ nào hạ_long cho em đến xin kiểu ảnh được không anh,0.0
làng này là căng đét,0.0
đảng_viên thì sao công_khai đảng_viên còn hơn lũ ba_que nhưng là cộng sảng nằm_vùng đem con mụ nẫm quá chửi mỹ như chó lũ ba_que chống lưng cho mụ chửi tao là diện ho mà tao còn không ưa tụi ba_que,2.0
thôi mấy ông ơi tâm với chả sự giờ là lo bản_thân trước đi,0.0
súp rồi nhớ giữ lời hứa năm xưa nhé thầy,0.0
chịu luôn anh ạ,0.0
nghe không có vui,0.0
nghe thì vô_sinh nhưng lại rất hiếm_muộn,0.0
chủ_tịch gì mà tốt thấy ghê,0.0
cực_kì thuyết_phục nhé,0.0
biết luôn tên quản_trị viên thì phải,0.0
say my name,0.0
ồ bạn cũng đọc one step to being dark lord hả,0.0
đố chúng_mày nhận ra ai,0.0
thu hà_tinh nguyen lê hồng diễm hoàng dung nghĩ mà buồn ghê mấy chị,0.0
thu hương,0.0
chi ba vang that không so lua chi ba giup em khoa cai mieng con ho xuan huong không viet nam không biet no được bao nhieu tien ma si nhuc con nguoi ta cach kinh tom,2.0
quảng_c,0.0
tại_sao lại đến mức_độ này chắc_hẳn ai cũng biết,0.0
nguyễn hữu tiến lần trước còn định ra xem khu cách_ly,0.0
,0.0
thiếu nốt cái live là anh chăng khác gì bọn cô rê an,2.0
hoang lan thuộc đặc_trị corona của ông lan day rồi,0.0
hai vu trong truyền_thuyết đây hả,0.0
đen lắm,0.0
hoàng lịch ké,0.0
hoàng lịch xin anh,0.0
đẹp va ngầu quá vậy thầy,0.0
bà này chắc coi hài kiều oanh dử lắm đây,0.0
cường vậy đúng không,0.0
nhà bà bên kho chứa lựu_đạn hả,0.0
bọn cấp cao nó bắt đi chứ có muốn đi đâu sợ bỏ_mẹ ra,2.0
không lên một bài riêng luôn mày,0.0
vừa_mới cấm steam xong giờ bị gây áp_lực lên chính_trường mỹ thì khỏi công_nhận,0.0
em thấy tư_duy anh ba không thi siêu_trí_tuệ bộ_môn marco thì hơi phí,0.0
cực_kì thuyết_phục,0.0
nhism,0.0
cảm_ơn op giờ tao mới hiểu vì_sao hồi giáo cũng được coi là tôn_giáo abraham,0.0
nhớ thầy quá nè,0.0
vãi lồn facebok từ tới mới bắt_đầu chạy quảng_cáo mà nói live bán năm nay có xạo lồn quá không vậy,1.0
dân indonesia tao thấy đéo hiểu nội_dung nó nói về cái gì,1.0
nghĩ chán không,0.0
hôm_nay sinh_nhật em ai chúc_mừng sinh_nhật em đi ạ,0.0
tôi biết địa_chỉ nhé các bạn ha_ha,0.0
cười muốn xỉu thôi má ơi,0.0
không_thể tin nổi thế_giới trẻ việt_nam đã đi trước thời_đại hẳn hơi lâu à,0.0
bữa cũng mua nc hoa của bà trần đòn xịt cái thơm cả ngày tao xịt cả cái đi ra ngoài tầm hết mùi,0.0
mình không cần yêu cưới luôn đi cminh hà,0.0
má không mặc áo mới đi mặc hoài áo cũ thầy,0.0
cô nói chn nghe phúc_hậu quá,0.0
cô my cho ăn chai sting vô đầu nhé thầy,0.0
không ai là không nỗ_lực cả chỉ là chưa đúng đường hoặc là sai cách đi thôi,0.0
vậy ra cô cũng không biết thằng hùng với con tư nhé là ai,0.0
nó được đấy anh ơi,0.0
ngủ cho khoẻ,0.0
facebook thật cô mình hiếu là gì vậy ah,0.0
đức ném bom london đến nổi hoàng_gia anh trốn chui trốn nhủi chứ ở đó mà không bị xăm lược tàn_phá nhé,0.0
chào vọng bác không bị nhiễm phóng_xạ như bác thanh,2.0
người cao bằng đẹp_trai là thế đấy các bạn ạ,0.0
công tình mà nói lời nghe chưa đã,0.0
nguyễn huyền_my được em bé,0.0
,0.0
ba_rọi béo muôn_năm,0.0
chàng trai người kinh và cô gái người nùng,0.0
tính sao ba_rọi béo,0.0
cái dân_tộc nghệ ngão này còn dây thần_kinh nhục hả các mày chứ tao ngoại_tộc rồi đéo gì thấy đâu cũng nhục,2.0
phát_hiện nhân_tài quá muộn rất tiếc cho việt_nam,0.0
không liên_quan tới sân bóng ai cũng có đời tư của họ thân làm thì vậy chịu nên tôi không bàn_cãi,0.0
flapy bird là do chính tay nguyễn hà đông gỡ vì áp_lực về sự nổi_tiếng đột_ngột sợ người khác bị nghiện nên đã bị gỡ cơ_mà không hiểu sau con gêm này làm_tiền tỷ chảy vào túi nguyễn hà đông mỗi ngày trong lúc nó nổi mà tự_nhiên xoá mất không thì ông này cũng giàu_sụ rồi,0.0
thật_ra người hoa rất giỏi buôn_bán các dân_tộc khác có phần bị lép_vế các nước đông nam á như thái lan indonesia malay tỷ_phú giàu nhất của tụi nó toàn là người hoa đó mày chỉ khi nào mày là nhật hàn đất_nước mày có công_nghệ lõi như sắt thép luyện_kim điện_tử nghiên_cứu thì mày mới không bị ảnh_hưởng bởi người hoa,0.0
cảm_ơn thầy quá hay,0.0
tính trên người giàu thì có_thể,0.0
kien chelsea,0.0
về chuyện thằng trương cự em xin phép được bổ_sung như sau,0.0
như giọt nước khác mỗi cái mặt,0.0
tôi còn quá nhiều thứ để phải lo_nghĩ nhưng lại muốn chăm_sóc em,0.0
mời các chiên da phân_tích,0.0
đồng_lòng quá chúng_ta lại muốn nổi_loạn thế_là đẻn sẽ gô cô tụi phản_loạn và ban redit,0.0
cháu đang còn nhỏ mà cô chú làm hư cháu quá,0.0
hay quá thầy ơi thả tim,0.0
rõ_ràng sòng_phẳng mẹ nó có sợ gì đâu,1.0
ông_cha tộc cối xưa nhìn như thằng này,0.0
trần thanh khi nào mà mày nhắn quá cho tao câu đĩ lồn khốn_nạn ghê là tao hiểu rồi đó,2.0
vãi cả lồn mấy thằng liệt não,2.0
giống thật,0.0
tập_đoàn aple cả thế_giới đều biết chứ đâu phải mấy doanh_nghiệp lóc_cóc leng_keng đâu,0.0
đáng thương hay đáng trách,0.0
ở việt_nam,0.0
con này là bê đi bong lộ xấu gớm xấu xúc_phạm người nhìn,2.0
cố lên em làm to rồi xem lúc về hưu em có những gì xung_quanh,0.0
này thì thiên chúa bảo_vệ,0.0
dân miền nam được làm mọi thứ mình muốn biểu_tình_tự_thiêu gây sức_ép cho tổng_thống còn dân miền bắc bị cai_trị đâu dám làm gì thịt con gà mổ con lợn còn phải đi báo_cáo cán_bộ thì dám chống không thời đó thử chống xem thử biểu_tình xem bọn cộng sảng nó giết mày ngay và luôn địt_mẹ cộng sảng,2.0
do lười chụp ảnh có mỗi kiểu chụp trộm thôi,0.0
việt_hưng,0.0
tình_yêu vĩnh_cửu đấy,0.0
trang lu mốt tụt quần của người_ta,0.0
ơ có nhây đâu là do nhớ nghề mà,0.0
bỗng muốn khóc cho lòng nhẹ nổi đau,0.0
gia lộc tran quang còn gì vui hơn cãi_vã,0.0
gia ma con bi nham,0.0
mohamed nói nằm_mơ thấy alah rồi tự viết ra_bộ kinh koran tự nhận là nhà tiên_tri cuối_cùng của alah trong khi alah thật_sự không hề tồn_tại mà chỉ nằm trong trí_tưởng_tượng của mohamed dân_trí xưa thấp thì tin giờ mà nói nằm_mơ làm nhà tiên_tri nó tống vào bv tâm_thần,0.0
đồng quan_điểm,0.0
dừng suy_nghĩ và đứng dậy hành_động,0.0
những câu nói rất ý_nghĩa,0.0
sinh vi tướng tử_vi thần_chết rồi chắc làm thần bảo được cho chú đệ,0.0
mặt anh như vậy rồi ai dám trao cái gì cho anh,0.0
thế_thì em chịu,0.0
cô đang tính nói thêm cái lkc cắt ngang nên mặt cô quạo ha_ha,0.0
rõ là nhà vệ_sinh có nước có vòi xịt đầy_đủ mà nhiều thành_phần cứ suy_nghĩ là đồ công_cộng nên đéo cần phải kỹ lạ_lùng vậy đó,2.0
click vào link nào các trò,0.0
,0.0
dỗi ngược là cách nhanh nhất,0.0
tú gì đây anh_em,0.0
cưng,0.0
vừa sửa lại post,0.0
bắt_đầu loạn từ vụ đắk lắk rồi,0.0
ai có link thông_tin tài_liệu về ngân_sách việt_nam cho các bộ ngành không ạ năm nào cũng được,0.0
mày lại nói cái điều quá hiển_nhiên,0.0
học_sinh úc trông cũng rất gì và này_nọ phết,0.0
khoảng_cách là không xa nếu ta xem nhau là tất_cả để rồi mọc lên bn là canxi,0.0
mày viết thư xin financial aid như nào ấy trước tao cũng nhớ có bài viết chia_sẻ mà quên rồi,0.0
có hiệp_ước dẫn_độ với nước đó hay không và độ quan_trọng của mày với chính_quyền nếu mày đếu quan_trọng như txt thì chạy quá nước không có hiệp_ước dẫn_độ là trốn được còn không thì bằng cách này hay cách khác mày sẽ tự về nước đầu_thú,0.0
nghỉ ngày là cá_biệt do kế bên thứ cn là thứ là quan_tâm lao_động thứ kẹp giữa nên nghỉ thêm thứ thôi nếu tính thì cho_cùng lắm là ngày thôi chứ đâu ra,0.0
tác_hại của việc hút thuốc_lào là đây,0.0
má bên tây cosplay mày del makeup mặc sai đồ luôn nó cũng không nói gì bên đây sai nốt_ruồi mà nó phốt hết nguyên dòng_họ nó cứ bị cái bệnh chuẩn như pháp_sư kumahuy nói với lại nhiều bò đỏ vãi lồn nữa thêm mấy đứa simp vô bênh rồi đủ kiểu nói_chung là đừng đụng vô mấy đứa đó,2.0
chế này đeo vàng đẹp nè đeo vậy mới đúng là đeo vàng con đẹp nữa ha_ha,0.0
tức_là ông giỏi nhưng không giỏi đến như_vậy hay_là ông được tâng_bốc quá_độ ở sách sử hiện_tại,0.0
thằng đầu cặc tố hữu thì tuổi gì so với thần_tượng tao,2.0
tại_sao lại ghét tâm còn sân si mới sinh lòng đố_kị ganh_ghét,0.0
nói dễ nhất bữa có bạn nào nói rồi hay sao ấy,0.0
becks tran link bạn ơi,0.0
justin ngụy_kely hoang ha_ha isabela le,0.0
bạn nào ủng_hộ mình với please,0.0
huynh tin ai đôi heo nhiều nhất nè,0.0
chắc chờ người_yêu đi học về,0.0
tran mai anh ơ em nhìn người anh kiểu đàn_ông muối thế kia anh còn kìm sức_mạnh không hỏng máy rồi đấy,0.0
thầy mới mua cái áo vui quá,0.0
quá nhà tạo ở tỉnh cắt điện lần một ngày,0.0
chích đủ mũi bị hao_hụt trí_nhớ rồi nên hiện_tại chẳng nhớ gì,0.0
dân rick đây rồi,0.0
phương xuka chị xuất_hiện trong video kìa,0.0
lỗ lồn mà sao ai cũng thich chui vô đó làm mà không được vậy_ta,1.0
học theo anh tập coi game là ma_túy xã_hội thôi tui biết kiểu gì nó cũng cấm mà,0.0
chắc ai cũng xem từ đầu đến cuối,0.0
phải gọi là việt tộc tự_trị khu thuộc trung hoa nhân_dân cộng hòa_quốc,0.0
thu hít hạt cát không đủ để thành sa_mạc đâu,0.0
mài đổ lỗi hơi nhiều rồi lớn rồi tự kiếm việc làm_thuê nhà ở là xong việc đòi_hỏi gì lắm thế lo mà sinh_tồn trước trong đầu cứ suy_nghĩ được thừa_kế tài sảng này_nọ không hà đi ra xã_hội kiếm việc_làm rồi tự tận_hưởng của cải_chính mình làm ra tao còn phải phụ trả nợ cho ông bà_già đây,1.0
đang nói về bóng_đá tự_nhiên lôi vào chính_trị,0.0
em noi chuyen rat co duyen,0.0
quốc_tịch việt nam nhưng sống ở anh có_nghĩa_là sang anh sinh_sống thời_gian sau khi nhiễm_bệnh thì về việt_nam,0.0
nhà mặt_tiền cái lồn mặt lồn thì có,2.0
mat lồn linh ca loc nay choi xuong lam,2.0
okela,0.0
văn_hoá của tụi nó là văn_hoá hướng_ngoại thì cút ra khỏi nhà mà ráng sống vậy nên tụi nó mới dong thuyền đi khám_phá ra châu mĩ đi chinh phạt thuộc_địa còn văn_hoá á đông thích con_cháu quay quần xung_quanh nhà càng đông thì càng nhiều người làm_ruộng coi chuyện sống lang_bạt là sự bất_hạnh,0.0
kiểm_điểm rút kinh_nghiệm,0.0
vậy cũng được nữa hả,0.0
cho em xin facebook cô,0.0
hiện_tại tôi dùng mạng fpt bị chặn lỗi refused to conect mở vpn thì truy_cập bình_thường tắt vpn vẫn tải game chơi game trên library bình_thường chỉ không truy_cập được store cả trên client và trên browser,0.0
dơ quá,1.0
cs mà,0.0
ở một nơi nào đó,0.0
thời phong_kiến mà triều nguyễn chịu mở_cửa với phương tây như mạc phủ mở_cửa thì trung quốc có khi nói tiếng việt ấy chứ,0.0
thầy làm em xúc_động qua ',0.0
sang việt nam thành cái lồn cat khong,2.0
có gì để xác_nhận cái này là sự_thật không phải là giật tit câu view từ trước đến giờ chưa thấy tin nào như này và đây chỉ là một cái ảnh,0.0
trần đoàn nhìn cũng đẹp nếu bán quần_áo lai chim thử đồ bán sẽ đắc hàng chứ bán nước_hoa hơi khó bán nhưng được cái lời nhiều như bán mỹ_phẩm thà lời ít bán nhiều ăn ngon hơn lời nhiều mà bán ít nhá,0.0
bạn nói chỉ được_cái đúng thích phát đéo biết mai có bị bọn nó đưa vào tội gì không,1.0
lương triệu được ăn mì tôm thái đã là cả giấc mơ ',0.0
ca_sĩ kicm đéo gì ca_sĩ câm,2.0
cố_gắng giữ sức_khỏe nhé bác trần dần đất_nước mong bác về nước cống_hiến cho đất_nước,0.0
được me khong biet tang thue moi truong de lam gi,1.0
bkdn cũng y_như vậy nhưng mà kiến_nghị lên thì thay thôi,0.0
chạy cao_tốc mà dính cái này thì xác_định,0.0
lần đầu anh tôi,0.0
nhà không có gì ăn cả bữa sáng ăn thịt bò thôi bữa trưa ăn cơm với tôm_hùm táng hoàng đế do nhà nghèo tối không có cơm ăn nên ra ngoài ăn_khách_sạn,0.0
trần vinh về nhà mà giúp mẹ giúp cha ở đây thuyết_phục cái mả cha nhà mày,2.0
chủ_đề óc chó dư lợn viên ăn_cám heo con bò đỏ ngu_si thằng đàn_ông rẻ_tiền mất_dạy con_người khốn_nạn,2.0
quânanh dogy chứ,0.0
võ thành toàn màn solo nhanh nhất,0.0
đi_sâu vào quần_chúng,0.0
thế để tao thích ủng_hộ má phát khổ quá,0.0
may mà được ông làm tóc có tâm đến tết mái có dài cũng quyết không cắt,0.0
đăng_ký lại kênh cho thầy nhé mọi người và nhớ là kênh mới là kênh kĩ_năng nhé,0.0
đậu_xanh rau_má thằng dư_luận viên nào vào đỡ giúp cái chủ_đề này cái giải_thích sao định_hướng xã_hội chủ_nghĩa mà lỗ nhiều vậy,1.0
anh ba nay chuyển giáo_án fifa à,0.0
đi xuất_khẩu lao_động sang nhật đế gắng học jplt tầm trở lên thì có cơ_hội cao chứ mấy nước nói ta nó thù cờm sườn nên khó xin lắm,0.0
gửi con máu lồn nhé,2.0
son đoàng sơn tùng mtp,0.0
sắp xuống_lỗ rồi,1.0
nói gì vậy lão vô văn_hóa,2.0
không biết anh tuân có ngy chưa nữa mê ảnh quá,0.0
bay đến đít rồi mà giờ vẫn la_liếm ở đây,1.0
đầu thứ tóc rồi mà còn bị trẻ trâu levi lừa,0.0
nhưng tôi lại không hài_lòng với những gì tôi đang có,0.0
chikida chikida chikida skibidi duh skrt skrt,0.0
quốc_tịch đức là tự mày gán cho tao trước mà mày thích anh làm việt_kiều đức thì anh nhận cho mày vui chắc thèm chim anh lắm đi theo anh để được anh địt cho hửi mà hôm quá giờ chưa được nên ức_chế khó ngủ à em_gái,2.0
cương đặng đây là thịt chuột mà nhỉ,0.0
ý thằng chó quản_trị viên bảo nhà_nước làm cái này cái kia rồi nó lại sủa rằng nhà_nước làm để hối_lộ bọn phản_động mà đi ỉa chúng cũng sủa mà thứ chó lưu_vong,2.0
chắc nó huỷ show ở hn,0.0
không cái dại nào bằng cái dại nào,0.0
chúc_mừng các đồng_chí đã được vinh_danh kiếp_sai nô vinh_hiển,0.0
đinh thanh hậu việt nam mình rồi cơ à,0.0
khi dân ta ảo_tưởng,2.0
ước gì darwinism cũng làm cho nền kinh_tế việt nam mạnh như hàn_quốc,0.0
ở việt nam mày xếp_hàng thì sẽ bị thằng ngáo nào đó chen nội việc đi đổ xăng xe_máy nào vào trước thì đổ xăng trước thôi mà dân_chúng cũng không làm được phải chen phải dành chỗ trc …,2.0
cho liếm hậu_môn cái ba_rọi béo,2.0
thực_phẩm việt nam vửa rẻ vừa sạch vừa ngon,0.0
bà này thèm chích thiệt,1.0
vâng bát mì của anh nhìn quá đã thấy con tôm to_đùng ít cũng mất triệu cho con đó,0.0
nữa đêm coi mà cười muốn xỉu,0.0
diệp gia_nghi_nghiệp nó quật mày chết bao_giờ,0.0
noi nhu vay thi ban lanh ra ho tro thien tay giúp dan_di hay nhu co suc thiet phuc thi manh dan dung len kêu goi quyên gop di_neu không giúp được thi im lang_di_noi ra lam nhu gioi lam do nhung that chat chi co cai mieng phat lac va doi tay doi chan vo vung song không bang con chùm,1.0
treo phòng_vệ_sinh nữa hả,0.0
nhiêu đây đủ chưa,0.0
ủa chứ đéo phải từ hôm quá tới giờ mày vẫn dọa nạt tìm danh_tính thật của tao để phốt à chẳng quá mày đéo tìm được chứ gì mà muốn hay không làm thử tao coi mày ghê_gớm cỡ nào con của đĩ già hết đát,2.0
nè nhỉ,0.0
đây có bánh_mì cho mày ở,0.0
lương trời,0.0
nếu nói triệu nghệ dùng để kho cá sả nghệ thì hiểu ngay chứ nghệ_thuật kiểu này là thua mình không hiểu gì cả hay đây là cái cớ để người giàu xài tiền mà thôi chứ sự_thật thì chẳng có nghệ gì cả,0.0
đúng người việt_nam rất là xạo lồn nghèo mà nổ lắm,2.0
thằng_cha ăn xong rồi đến thằng con ăn thằng con ăn xong đến con thằng con ăn thằng con của con thằng con ăn xong đến con của thằng con của thằng con của thằng con nó ăn còn nhiều mà mỏi tay quá,0.0
cđlcl,2.0
ông này vẫn biết_điều suốt ngày ở tỏng nhà không ra ngoài không sợ vi rút được đấy,0.0
ăn_mặc như lồn,2.0
sẽ cố_gắng thích_nghi,0.0
ý_kiến cá_nhân của mình là nghe không hay bằng những bài trước lưu_ý đây là ý_kiến cá_nhân,0.0
em đẹp_trai như thầy,0.0
đại_diện thương_hiệu đu rếch mà mày dám ý_kiến,1.0
nhìn chị đẹp quá,0.0
cảm_giác bị cai_trị,2.0
nguyễn viết thịnh,0.0
cần gì tìm mày nó đặt_hàng việc lót luôn đóng thuế vẫn rẻ so với mỹ nổ lót liên_tục,0.0
mọi chuyện có ba_rọi béo lo hết,0.0
bén như cái chén,0.0
danh_sách các nhà mạng chưa không chặn steam,0.0
anh thăng rắn lắm thích,0.0
nói_nhỏ thôi ông mai lại chặn mẹ redit giờ,1.0
nghe cô nói mắc cười gần chết,0.0
tập này minh tuân cười không nhặt được mồm,0.0
được ông,0.0
,0.0
suốt đời học_tập và làm_việc theo tấm gương tao nú vĩ_đại tao nú sống mãi trong sự_nghiệp của chúng_ta đêm quá em mơ gặp bác chọng,2.0
tội nhỉ,0.0
chó yếu thường hay sủa to hơn,1.0
có thay_đổi hay không thì đảng nó vẫn cứ thế_mà ỉa lên insignificant change,1.0
tao chưa đọc bình_luận chưa tao tiên_tri rằng mấy khứa xài gòn giống tao càng ưa người hoa hơn người kinh,0.0
tôi phục mc có_thể ngồi nói_chuyện trong khoảng thời_gian dài_vậy,0.0
trần vân anh bạn cho tôi xin con_số đi,0.0
con của jonathan hạnh nguyễn rồi em chồng hà tăng gi thẳng tên ra đi,0.0
tiên_tri tao lao,1.0
lê tấn tài thế_là cày view à ngu lồn á mày,2.0
hài_lòng del đâu,1.0
cs như bầy sư_tử săn mồi gặp phải thứ gì chúng cũng muốn cướp hết và bất_chấp tất_cả trừ khi người bị cướp đủ năng_lực chống_trả thì chúng mới dừng bản_chất của lũ cs là cướp và cướp,2.0
tất_nhiên là bắc kỳ nhé đi đâu mà không bị ghét,2.0
người mặc sáng_láng mà ăn_nói không có giáo_dục than mình toàn là đồ xài do gia không mà keu người_ta lại làm thẩm_mỹ ê quá trời rồi ngồi đó kêu từ người đến làm,0.0
linh ơi mày khỏi về việt nam luon_nhe,0.0
quá đẹp,0.0
chúc_mừng năm kỷ hợi chúc_mừng nhiều may_mắn mới chúc cho một năm thành_công thắng lại,0.0
sao không thấy link sách hay link khoá học đâu,0.0
xin lần được bắt kịp,0.0
chúng_ta đã thắng trong việc bịt miệng dân,2.0
tấn lộc nguyễn,0.0
tối thầy stream đá đĩ đi thầy ơi,1.0
đẹp_trai như thầy thì đéo có ai mua,1.0
crown chứ tao nú tuổi gì đi century century cho hoàng_gia nhựt thôi,0.0
contairner nằm hết,0.0
